,1st degree av block,atrial fibrillation,left bundle branch block,premature atrial contraction,right bundle branch block,sinus rhythm,st depression,st elevation,ventricular ectopics,micro avg,macro avg,weighted avg,samples avg
0,0.8082191780821917,0.9008264462809918,0.8947368421052632,0.46315789473684205,0.888888888888889,0.7103825136612023,0.751592356687898,0.32432432432432434,0.6535947712418301,0.7767669699090274,0.710635912889937,0.7663679329702432,0.7122755943716642
1,0.8169014084507044,0.8987854251012146,0.8421052631578947,0.5132743362831859,0.9002557544757034,0.6391752577319586,0.8363636363636363,0.34782608695652173,0.6211180124223603,0.7735470941883766,0.7128672423270199,0.7708857366800788,0.727802037845706
2,0.7611940298507462,0.9316239316239315,0.8500000000000001,0.4424778761061947,0.9038961038961038,0.6961325966850829,0.7692307692307692,0.5217391304347826,0.6467065868263474,0.775978407557355,0.7247778916282176,0.7737754678866994,0.7244056283357593
3,0.8260869565217392,0.9298245614035087,0.8444444444444443,0.4222222222222222,0.9177718832891246,0.6847826086956522,0.7023809523809523,0.4117647058823529,0.7027027027027027,0.7861189801699716,0.7157756708380777,0.7755696724561922,0.7313925278990782
4,0.8444444444444444,0.9211618257261411,0.8947368421052632,0.43396226415094347,0.910025706940874,0.6994535519125683,0.7391304347826086,0.5,0.6875,0.7886178861788619,0.7367127855625382,0.7830975016231716,0.737506065016982
5,0.8000000000000002,0.8974358974358974,0.8717948717948718,0.5546218487394957,0.9109414758269719,0.7093596059113301,0.7411764705882353,0.35000000000000003,0.6867469879518073,0.7832446808510639,0.7246752398054012,0.7810769089233036,0.7396894711305191
6,0.8840579710144928,0.9137931034482759,0.8947368421052632,0.49090909090909096,0.8871391076115485,0.7459459459459459,0.7904191616766467,0.3157894736842105,0.6708860759493671,0.7933655839668279,0.7326307524827602,0.7876559864080682,0.7353226589034448
7,0.8356164383561644,0.9243697478991596,0.8947368421052632,0.49586776859504134,0.9289340101522842,0.6595744680851064,0.7374301675977655,0.4444444444444444,0.6506024096385542,0.7848605577689242,0.7301751440970871,0.781680626249122,0.7433284813197476
8,0.8489208633093526,0.8888888888888888,0.9268292682926829,0.3652173913043478,0.9033942558746736,0.7252747252747253,0.7283950617283951,0.4444444444444444,0.7023809523809523,0.7787610619469026,0.725971761277607,0.7738194017485117,0.7258612324114507
9,0.8382352941176471,0.9166666666666667,0.8837209302325582,0.4716981132075472,0.9114583333333334,0.6770833333333333,0.7613636363636365,0.5,0.674698795180723,0.7875927174645988,0.737213900270605,0.7833734099332403,0.7389616690926735
