,1st degree av block,atrial fibrillation,left bundle branch block,premature atrial contraction,right bundle branch block,sinus rhythm,st depression,st elevation,ventricular ectopics,micro avg,macro avg,weighted avg,samples avg
0,0.8769230769230769,0.94017094017094,0.9268292682926829,0.7289719626168223,0.9511568123393316,0.7789473684210527,0.8587570621468927,0.48780487804878053,0.8098159509202455,0.8641304347826088,0.8177085910977584,0.8616087263987425,0.8398835516739447
1,0.857142857142857,0.9372384937238494,0.9,0.7857142857142856,0.9438775510204082,0.8457142857142856,0.8275862068965518,0.34146341463414637,0.8220858895705522,0.8658951667801226,0.8067581093796595,0.8622126441607345,0.8408539543910724
2,0.8740740740740741,0.9456066945606694,0.8717948717948718,0.7547169811320754,0.9540816326530612,0.8021390374331552,0.8208092485549133,0.5128205128205129,0.8098159509202455,0.8662593346911065,0.8162065559937308,0.8627572781234955,0.8427947598253275
3,0.8421052631578948,0.9333333333333333,0.9268292682926829,0.6603773584905662,0.9432989690721649,0.7868852459016394,0.853932584269663,0.6046511627906976,0.8292682926829269,0.8590785907859079,0.820075719776841,0.8561536214581651,0.8330907326540515
4,0.8529411764705883,0.9579831932773109,0.9047619047619047,0.6534653465346535,0.9489795918367347,0.8306010928961748,0.7932960893854749,0.5306122448979592,0.8121212121212121,0.8579124579124578,0.8094179835757793,0.8550596657043127,0.8347889374090247
5,0.857142857142857,0.9535864978902953,0.8947368421052632,0.7289719626168223,0.9343832020997376,0.7872340425531914,0.8279569892473118,0.4761904761904762,0.7975460122699387,0.8542372881355933,0.8064165424573214,0.8522052053839687,0.8296943231441049
6,0.8636363636363636,0.9699570815450644,0.8947368421052632,0.7289719626168223,0.9511568123393316,0.7934782608695652,0.8241758241758241,0.5128205128205129,0.7878787878787878,0.8631722260040844,0.8140902719986152,0.8600739677282044,0.8338185346918972
7,0.8396946564885497,0.9377593360995852,0.9268292682926829,0.766355140186916,0.9435897435897437,0.7978142076502732,0.7955801104972375,0.5238095238095238,0.8242424242424243,0.8588791357191087,0.8172971567618819,0.8565623736164077,0.8345463367297428
8,0.8721804511278196,0.9531914893617022,0.9500000000000001,0.6666666666666666,0.94147582697201,0.7912087912087912,0.8181818181818183,0.43243243243243246,0.8143712574850299,0.8561736770691993,0.8044120814929189,0.8517514430050416,0.8282387190684134
9,0.8702290076335878,0.95,0.8947368421052632,0.6732673267326732,0.9432989690721649,0.8111111111111111,0.8241758241758241,0.5,0.8690476190476191,0.8664850136239783,0.8150962999864715,0.8623690678948881,0.8398835516739447
