,1st degree av block,atrial fibrillation,left bundle branch block,premature atrial contraction,right bundle branch block,sinus rhythm,st depression,st elevation,ventricular ectopics,micro avg,macro avg,weighted avg,samples avg
0,0.8489208633093526,0.9327731092436975,0.9500000000000001,0.7522935779816514,0.9540816326530612,0.8087431693989071,0.8114285714285714,0.4736842105263159,0.8220858895705522,0.8639133378469872,0.8171123360124565,0.8600954938256967,0.8415817564289181
1,0.885496183206107,0.9416666666666667,0.8648648648648649,0.7102803738317757,0.9560723514211885,0.7731958762886598,0.8117647058823529,0.4390243902439025,0.8313253012048193,0.858112695179905,0.8015211904011487,0.8557722155485021,0.8345463367297429
2,0.8721804511278196,0.9576271186440678,0.8717948717948718,0.793103448275862,0.9562982005141389,0.7955801104972374,0.7771428571428571,0.5,0.8176100628930818,0.8651226158038149,0.8157041245433263,0.8628369277484798,0.8389131489568171
3,0.8702290076335878,0.9451476793248945,0.9500000000000001,0.709090909090909,0.9545454545454546,0.7916666666666667,0.783132530120482,0.6222222222222222,0.8095238095238095,0.8606060606060606,0.8261731421253363,0.858694611705109,0.8401261523532265
4,0.8721804511278196,0.9372384937238494,0.8717948717948718,0.7339449541284403,0.9384615384615385,0.7891891891891891,0.7777777777777778,0.5853658536585366,0.8271604938271604,0.8552097428958051,0.8147904026321315,0.8534484216706224,0.8309073265405142
5,0.8613138686131387,0.9495798319327732,0.9047619047619047,0.7307692307692307,0.9462915601023018,0.7807486631016043,0.7816091954022988,0.5365853658536585,0.8220858895705522,0.8571428571428573,0.8126383900119403,0.8542707156231684,0.8338185346918972
6,0.8656716417910447,0.9377593360995852,0.8500000000000001,0.7428571428571429,0.9336734693877551,0.7459459459459459,0.7317073170731708,0.4615384615384615,0.7976878612716762,0.8377460964019009,0.7852045751071981,0.8339943718608379,0.8059194565744785
7,0.8592592592592593,0.9446808510638298,0.8500000000000001,0.7522935779816514,0.934010152284264,0.8020833333333334,0.7709497206703911,0.5365853658536585,0.8292682926829269,0.8542646071188718,0.808792283681035,0.8525442894311771,0.836487142163998
8,0.8636363636363636,0.9491525423728815,0.8648648648648649,0.7155963302752293,0.9326424870466321,0.8087431693989071,0.8068181818181818,0.5263157894736842,0.8439306358381503,0.8598639455782313,0.8124111516360996,0.857042576962407,0.8330907326540513
9,0.8721804511278196,0.925,0.8947368421052632,0.691588785046729,0.9435897435897437,0.7638190954773869,0.8214285714285714,0.5,0.8518518518518519,0.8544346648612052,0.8071328156252628,0.8523446876700743,0.8335759340126153
